Program to calculate energy of water
Input NAME of configuration file : 
Number of molecules 100000
Thread 4 evaluated 80646 pairs
Thread 10 evaluated 65105 pairs
Thread 2 evaluated 99906 pairs
Thread 3 evaluated 87862 pairs
Thread 11 evaluated 95637 pairs
Thread 9 evaluated 77222 pairs
Thread 5 evaluated 74063 pairs
Thread 0 evaluated 70983 pairs
Thread 6 evaluated 84140 pairs
Thread 1 evaluated 62363 pairs
Thread 10 evaluated 65104 pairs
Thread 4 evaluated 80645 pairs
Thread 8 evaluated 91708 pairs
Thread 3 evaluated 87861 pairs
Thread 9 evaluated 77221 pairs
Thread 2 evaluated 99905 pairs
Thread 5 evaluated 74062 pairs
Thread 11 evaluated 95636 pairs
Thread 1 evaluated 62362 pairs
Thread 0 evaluated 70982 pairs
Thread 10 evaluated 65103 pairs
Thread 6 evaluated 84139 pairs
Thread 4 evaluated 80644 pairs
Thread 8 evaluated 91707 pairs
Thread 1 evaluated 62361 pairs
Thread 9 evaluated 77220 pairs
Thread 5 evaluated 74061 pairs
Thread 10 evaluated 65102 pairs
Thread 0 evaluated 70981 pairs
Thread 3 evaluated 87860 pairs
Thread 2 evaluated 99904 pairs
Thread 11 evaluated 95635 pairs
Thread 6 evaluated 84138 pairs
Thread 1 evaluated 62360 pairs
Thread 4 evaluated 80643 pairs
Thread 10 evaluated 65101 pairs
Thread 5 evaluated 74060 pairs
Thread 9 evaluated 77219 pairs
Thread 8 evaluated 91706 pairs
Thread 0 evaluated 70980 pairs
Thread 3 evaluated 87859 pairs
Thread 1 evaluated 62359 pairs
Thread 11 evaluated 95634 pairs
Thread 2 evaluated 99903 pairs
Thread 6 evaluated 84137 pairs
Thread 10 evaluated 65100 pairs
Thread 5 evaluated 74059 pairs
Thread 9 evaluated 77218 pairs
Thread 4 evaluated 80642 pairs
Thread 0 evaluated 70979 pairs
Thread 8 evaluated 91705 pairs
Thread 1 evaluated 62358 pairs
Thread 10 evaluated 65099 pairs
Thread 3 evaluated 87858 pairs
Thread 11 evaluated 95633 pairs
Thread 5 evaluated 74058 pairs
Thread 2 evaluated 99902 pairs
Thread 6 evaluated 84136 pairs
Thread 9 evaluated 77217 pairs
Thread 4 evaluated 80641 pairs
Thread 0 evaluated 70978 pairs
Thread 1 evaluated 62357 pairs
Thread 8 evaluated 91704 pairs
Thread 10 evaluated 65098 pairs
Thread 5 evaluated 74057 pairs
Thread 3 evaluated 87857 pairs
Thread 1 evaluated 62356 pairs
Thread 9 evaluated 77216 pairs
Thread 11 evaluated 95632 pairs
Thread 6 evaluated 84135 pairs
Thread 0 evaluated 70977 pairs
Thread 2 evaluated 99901 pairs
Thread 10 evaluated 65097 pairs
Thread 4 evaluated 80640 pairs
Thread 8 evaluated 91703 pairs
Thread 5 evaluated 74056 pairs
Thread 1 evaluated 62355 pairs
Thread 9 evaluated 77215 pairs
Thread 3 evaluated 87856 pairs
Thread 10 evaluated 65096 pairs
Thread 0 evaluated 70976 pairs
Thread 6 evaluated 84134 pairs
Thread 11 evaluated 95631 pairs
Thread 4 evaluated 80639 pairs
Thread 2 evaluated 99900 pairs
Thread 1 evaluated 62354 pairs
Thread 5 evaluated 74055 pairs
Thread 8 evaluated 91702 pairs
Thread 10 evaluated 65095 pairs
Thread 9 evaluated 77214 pairs
Thread 0 evaluated 70975 pairs
Thread 3 evaluated 87855 pairs
Thread 6 evaluated 84133 pairs
Thread 1 evaluated 62353 pairs
Thread 4 evaluated 80638 pairs
Thread 11 evaluated 95630 pairs
Thread 5 evaluated 74054 pairs
Thread 2 evaluated 99899 pairs
Thread 10 evaluated 65094 pairs
Thread 8 evaluated 91701 pairs
Thread 9 evaluated 77213 pairs
Thread 0 evaluated 70974 pairs
Thread 1 evaluated 62352 pairs
Thread 3 evaluated 87854 pairs
Thread 6 evaluated 84132 pairs
Thread 10 evaluated 65093 pairs
Thread 4 evaluated 80637 pairs
Thread 5 evaluated 74053 pairs
Thread 11 evaluated 95629 pairs
Thread 9 evaluated 77212 pairs
Thread 2 evaluated 99898 pairs
Thread 1 evaluated 62351 pairs
Thread 0 evaluated 70973 pairs
Thread 8 evaluated 91700 pairs
Thread 10 evaluated 65092 pairs
Thread 5 evaluated 74052 pairs
Thread 6 evaluated 84131 pairs
Thread 3 evaluated 87853 pairs
Thread 4 evaluated 80636 pairs
Thread 1 evaluated 62350 pairs
Thread 9 evaluated 77211 pairs
Thread 11 evaluated 95628 pairs
Thread 0 evaluated 70972 pairs
Thread 10 evaluated 65091 pairs
Thread 8 evaluated 91699 pairs
Thread 2 evaluated 99897 pairs
Thread 5 evaluated 74051 pairs
Thread 1 evaluated 62349 pairs
Thread 6 evaluated 84130 pairs
Thread 4 evaluated 80635 pairs
Thread 3 evaluated 87852 pairs
Thread 9 evaluated 77210 pairs
Thread 0 evaluated 70971 pairs
Thread 10 evaluated 65090 pairs
Thread 11 evaluated 95627 pairs
Thread 8 evaluated 91698 pairs
Thread 1 evaluated 62348 pairs
Thread 5 evaluated 74050 pairs
Thread 2 evaluated 99896 pairs
Thread 10 evaluated 65089 pairs
Thread 9 evaluated 77209 pairs
Thread 4 evaluated 80634 pairs
Thread 0 evaluated 70970 pairs
Thread 6 evaluated 84129 pairs
Thread 3 evaluated 87851 pairs
Thread 1 evaluated 62347 pairs
Thread 11 evaluated 95626 pairs
Thread 5 evaluated 74049 pairs
Thread 8 evaluated 91697 pairs
Thread 10 evaluated 65088 pairs
Thread 2 evaluated 99895 pairs
Thread 9 evaluated 77208 pairs
Thread 0 evaluated 70969 pairs
Thread 4 evaluated 80633 pairs
Thread 1 evaluated 62346 pairs
Thread 6 evaluated 84128 pairs
Thread 3 evaluated 87850 pairs
Thread 10 evaluated 65087 pairs
Thread 11 evaluated 95625 pairs
Thread 7 evaluated 67999 pairs
Thread 8 evaluated 91696 pairs
Thread 1 evaluated 62345 pairs
Thread 9 evaluated 77207 pairs
Thread 0 evaluated 70968 pairs
Thread 2 evaluated 99894 pairs
Thread 4 evaluated 80632 pairs
Thread 6 evaluated 84127 pairs
Thread 10 evaluated 65086 pairs
Thread 3 evaluated 87849 pairs
Thread 7 evaluated 67998 pairs
Thread 1 evaluated 62344 pairs
Thread 9 evaluated 77206 pairs
Thread 11 evaluated 95624 pairs
Thread 0 evaluated 70967 pairs
Thread 8 evaluated 91695 pairs
Thread 10 evaluated 65085 pairs
Thread 4 evaluated 80631 pairs
Thread 7 evaluated 67997 pairs
Thread 2 evaluated 99893 pairs
Thread 6 evaluated 84126 pairs
Thread 1 evaluated 62343 pairs
Thread 3 evaluated 87848 pairs
Thread 9 evaluated 77205 pairs
Thread 0 evaluated 70966 pairs
Thread 10 evaluated 65084 pairs
Thread 11 evaluated 95623 pairs
Thread 8 evaluated 91694 pairs
Thread 7 evaluated 67996 pairs
Thread 1 evaluated 62342 pairs
Thread 4 evaluated 80630 pairs
Thread 6 evaluated 84125 pairs
Thread 2 evaluated 99892 pairs
Thread 9 evaluated 77204 pairs
Thread 10 evaluated 65083 pairs
Thread 0 evaluated 70965 pairs
Thread 3 evaluated 87847 pairs
Thread 1 evaluated 62341 pairs
Thread 7 evaluated 67995 pairs
Thread 8 evaluated 91693 pairs
Thread 11 evaluated 95622 pairs
Thread 4 evaluated 80629 pairs
Thread 10 evaluated 65082 pairs
Thread 6 evaluated 84124 pairs
Thread 9 evaluated 77203 pairs
Thread 0 evaluated 70964 pairs
Thread 1 evaluated 62340 pairs
Thread 2 evaluated 99891 pairs
Thread 7 evaluated 67994 pairs
Thread 3 evaluated 87846 pairs
Thread 8 evaluated 91692 pairs
Thread 10 evaluated 65081 pairs
Thread 11 evaluated 95621 pairs
Thread 4 evaluated 80628 pairs
Thread 1 evaluated 62339 pairs
Thread 9 evaluated 77202 pairs
Thread 0 evaluated 70963 pairs
Thread 7 evaluated 67993 pairs
Thread 6 evaluated 84123 pairs
Thread 2 evaluated 99890 pairs
Thread 10 evaluated 65080 pairs
Thread 3 evaluated 87845 pairs
Thread 1 evaluated 62338 pairs
Thread 8 evaluated 91691 pairs
Thread 4 evaluated 80627 pairs
Thread 11 evaluated 95620 pairs
Thread 7 evaluated 67992 pairs
Thread 9 evaluated 77201 pairs
Thread 0 evaluated 70962 pairs
Thread 6 evaluated 84122 pairs
Thread 10 evaluated 65079 pairs
Thread 1 evaluated 62337 pairs
Thread 2 evaluated 99889 pairs
Thread 3 evaluated 87844 pairs
Thread 7 evaluated 67991 pairs
Thread 0 evaluated 70961 pairs
Thread 8 evaluated 91690 pairs
Thread 9 evaluated 77200 pairs
Thread 4 evaluated 80626 pairs
Thread 11 evaluated 95619 pairs
Thread 10 evaluated 65078 pairs
Thread 1 evaluated 62336 pairs
Thread 6 evaluated 84121 pairs
Thread 7 evaluated 67990 pairs
Thread 0 evaluated 70960 pairs
Thread 9 evaluated 77199 pairs
Thread 3 evaluated 87843 pairs
Thread 2 evaluated 99888 pairs
Thread 10 evaluated 65077 pairs
Thread 1 evaluated 62335 pairs
Thread 4 evaluated 80625 pairs
Thread 8 evaluated 91689 pairs
Thread 11 evaluated 95618 pairs
Thread 6 evaluated 84120 pairs
Thread 7 evaluated 67989 pairs
Thread 10 evaluated 65076 pairs
Thread 1 evaluated 62334 pairs
Thread 0 evaluated 70959 pairs
Thread 9 evaluated 77198 pairs
Thread 3 evaluated 87842 pairs
Thread 4 evaluated 80624 pairs
Thread 2 evaluated 99887 pairs
Thread 8 evaluated 91688 pairs
Thread 7 evaluated 67988 pairs
Thread 11 evaluated 95617 pairs
Thread 10 evaluated 65075 pairs
Thread 6 evaluated 84119 pairs
Thread 1 evaluated 62333 pairs
Thread 0 evaluated 70958 pairs
Thread 9 evaluated 77197 pairs
Thread 7 evaluated 67987 pairs
Thread 4 evaluated 80623 pairs
Thread 3 evaluated 87841 pairs
Thread 8 evaluated 91687 pairs
Thread 1 evaluated 62332 pairs
Thread 10 evaluated 65074 pairs
Thread 2 evaluated 99886 pairs
Thread 11 evaluated 95616 pairs
Thread 6 evaluated 84118 pairs
Thread 0 evaluated 70957 pairs
Thread 9 evaluated 77196 pairs
Thread 7 evaluated 67986 pairs
Thread 1 evaluated 62331 pairs
Thread 10 evaluated 65073 pairs
Thread 4 evaluated 80622 pairs
Thread 3 evaluated 87840 pairs
Thread 8 evaluated 91686 pairs
Thread 2 evaluated 99885 pairs
Thread 0 evaluated 70956 pairs
Thread 9 evaluated 77195 pairs
Thread 6 evaluated 84117 pairs
Thread 11 evaluated 95615 pairs
Thread 7 evaluated 67985 pairs
Thread 1 evaluated 62330 pairs
Thread 10 evaluated 65072 pairs
Thread 4 evaluated 80621 pairs
Thread 3 evaluated 87839 pairs
Thread 8 evaluated 91685 pairs
Thread 0 evaluated 70955 pairs
Thread 9 evaluated 77194 pairs
Thread 7 evaluated 67984 pairs
Thread 1 evaluated 62329 pairs
Thread 10 evaluated 65071 pairs
Thread 2 evaluated 99884 pairs
Thread 6 evaluated 84116 pairs
Thread 11 evaluated 95614 pairs
Thread 4 evaluated 80620 pairs
Thread 1 evaluated 62328 pairs
Thread 7 evaluated 67983 pairs
Thread 0 evaluated 70954 pairs
Thread 10 evaluated 65070 pairs
Thread 9 evaluated 77193 pairs
Thread 8 evaluated 91684 pairs
Thread 3 evaluated 87838 pairs
Thread 6 evaluated 84115 pairs
Thread 2 evaluated 99883 pairs
Thread 11 evaluated 95613 pairs
Thread 1 evaluated 62327 pairs
Thread 7 evaluated 67982 pairs
Thread 10 evaluated 65069 pairs
Thread 4 evaluated 80619 pairs
Thread 0 evaluated 70953 pairs
Thread 9 evaluated 77192 pairs
Thread 8 evaluated 91683 pairs
Thread 3 evaluated 87837 pairs
Thread 1 evaluated 62326 pairs
Thread 6 evaluated 84114 pairs
Thread 10 evaluated 65068 pairs
Thread 7 evaluated 67981 pairs
Thread 2 evaluated 99882 pairs
Thread 11 evaluated 95612 pairs
Thread 0 evaluated 70952 pairs
Thread 9 evaluated 77191 pairs
Thread 4 evaluated 80618 pairs
Thread 1 evaluated 62325 pairs
Thread 10 evaluated 65067 pairs
Thread 8 evaluated 91682 pairs
Thread 7 evaluated 67980 pairs
Thread 3 evaluated 87836 pairs
Thread 6 evaluated 84113 pairs
Thread 0 evaluated 70951 pairs
Thread 9 evaluated 77190 pairs
Thread 11 evaluated 95611 pairs
Thread 1 evaluated 62324 pairs
Thread 2 evaluated 99881 pairs
Thread 4 evaluated 80617 pairs
Thread 10 evaluated 65066 pairs
Thread 7 evaluated 67979 pairs
Thread 8 evaluated 91681 pairs
Thread 3 evaluated 87835 pairs
Thread 0 evaluated 70950 pairs
Thread 1 evaluated 62323 pairs
Thread 6 evaluated 84112 pairs
Thread 9 evaluated 77189 pairs
Thread 10 evaluated 65065 pairs
Thread 7 evaluated 67978 pairs
Thread 4 evaluated 80616 pairs
Thread 11 evaluated 95610 pairs
Thread 2 evaluated 99880 pairs
Thread 1 evaluated 62322 pairs
Thread 8 evaluated 91680 pairs
Thread 0 evaluated 70949 pairs
Thread 9 evaluated 77188 pairs
Thread 10 evaluated 65064 pairs
Thread 3 evaluated 87834 pairs
Thread 6 evaluated 84111 pairs
Thread 7 evaluated 67977 pairs
Thread 4 evaluated 80615 pairs
Thread 11 evaluated 95609 pairs
Thread 1 evaluated 62321 pairs
Thread 2 evaluated 99879 pairs
Thread 10 evaluated 65063 pairs
Thread 0 evaluated 70948 pairs
Thread 9 evaluated 77187 pairs
Thread 7 evaluated 67976 pairs
Thread 8 evaluated 91679 pairs
Thread 3 evaluated 87833 pairs
Thread 6 evaluated 84110 pairs
Thread 1 evaluated 62320 pairs
Thread 4 evaluated 80614 pairs
Thread 10 evaluated 65062 pairs
Thread 11 evaluated 95608 pairs
Thread 0 evaluated 70947 pairs
Thread 7 evaluated 67975 pairs
Thread 9 evaluated 77186 pairs
Thread 2 evaluated 99878 pairs
Thread 1 evaluated 62319 pairs
Thread 8 evaluated 91678 pairs
Thread 6 evaluated 84109 pairs
Thread 3 evaluated 87832 pairs
Thread 10 evaluated 65061 pairs
Thread 4 evaluated 80613 pairs
Thread 7 evaluated 67974 pairs
Thread 0 evaluated 70946 pairs
Thread 9 evaluated 77185 pairs
Thread 1 evaluated 62318 pairs
Thread 11 evaluated 95607 pairs
Thread 2 evaluated 99877 pairs
Thread 10 evaluated 65060 pairs
Thread 8 evaluated 91677 pairs
Thread 6 evaluated 84108 pairs
Thread 5 evaluated 74048 pairs
Thread 3 evaluated 87831 pairs
Thread 4 evaluated 80612 pairs
Thread 1 evaluated 62317 pairs
Thread 0 evaluated 70945 pairs
Thread 9 evaluated 77184 pairs
Thread 10 evaluated 65059 pairs
Thread 11 evaluated 95606 pairs
Thread 2 evaluated 99876 pairs
Thread 5 evaluated 74047 pairs
Thread 8 evaluated 91676 pairs
Thread 1 evaluated 62316 pairs
Thread 6 evaluated 84107 pairs
Thread 0 evaluated 70944 pairs
Thread 3 evaluated 87830 pairs
Thread 4 evaluated 80611 pairs
Thread 9 evaluated 77183 pairs
Thread 10 evaluated 65058 pairs
Thread 1 evaluated 62315 pairs
Thread 11 evaluated 95605 pairs
Thread 5 evaluated 74046 pairs
Thread 8 evaluated 91675 pairs
Thread 0 evaluated 70943 pairs
Thread 10 evaluated 65057 pairs
Thread 2 evaluated 99875 pairs
Thread 9 evaluated 77182 pairs
Thread 6 evaluated 84106 pairs
Thread 4 evaluated 80610 pairs
Thread 3 evaluated 87829 pairs
Thread 1 evaluated 62314 pairs
Thread 5 evaluated 74045 pairs
Thread 10 evaluated 65056 pairs
Thread 11 evaluated 95604 pairs
Thread 0 evaluated 70942 pairs
Thread 9 evaluated 77181 pairs
Thread 8 evaluated 91674 pairs
Thread 1 evaluated 62313 pairs
Thread 6 evaluated 84105 pairs
Thread 4 evaluated 80609 pairs
Thread 2 evaluated 99874 pairs
Thread 3 evaluated 87828 pairs
Thread 5 evaluated 74044 pairs
Thread 10 evaluated 65055 pairs
Thread 0 evaluated 70941 pairs
Thread 1 evaluated 62312 pairs
Thread 9 evaluated 77180 pairs
Thread 11 evaluated 95603 pairs
Thread 8 evaluated 91673 pairs
Thread 6 evaluated 84104 pairs
Thread 4 evaluated 80608 pairs
Thread 10 evaluated 65054 pairs
Thread 5 evaluated 74043 pairs
Thread 2 evaluated 99873 pairs
Thread 3 evaluated 87827 pairs
Thread 1 evaluated 62311 pairs
Thread 0 evaluated 70940 pairs
Thread 9 evaluated 77179 pairs
Thread 11 evaluated 95602 pairs
Thread 10 evaluated 65053 pairs
Thread 8 evaluated 91672 pairs
Thread 4 evaluated 80607 pairs
Thread 6 evaluated 84103 pairs
Thread 5 evaluated 74042 pairs
Thread 1 evaluated 62310 pairs
Thread 0 evaluated 70939 pairs
Thread 2 evaluated 99872 pairs
Thread 3 evaluated 87826 pairs
Thread 9 evaluated 77178 pairs
Thread 10 evaluated 65052 pairs
Thread 1 evaluated 62309 pairs
Thread 5 evaluated 74041 pairs
Thread 11 evaluated 95601 pairs
Thread 4 evaluated 80606 pairs
Thread 8 evaluated 91671 pairs
Thread 6 evaluated 84102 pairs
Thread 0 evaluated 70938 pairs
Thread 10 evaluated 65051 pairs
Thread 9 evaluated 77177 pairs
Thread 3 evaluated 87825 pairs
Thread 2 evaluated 99871 pairs
Thread 1 evaluated 62308 pairs
Thread 5 evaluated 74040 pairs
Thread 4 evaluated 80605 pairs
Thread 11 evaluated 95600 pairs
Thread 10 evaluated 65050 pairs
Thread 0 evaluated 70937 pairs
Thread 8 evaluated 91670 pairs
Thread 6 evaluated 84101 pairs
Thread 9 evaluated 77176 pairs
Thread 1 evaluated 62307 pairs
Thread 3 evaluated 87824 pairs
Thread 5 evaluated 74039 pairs
Thread 2 evaluated 99870 pairs
Thread 10 evaluated 65049 pairs
Thread 0 evaluated 70936 pairs
Thread 4 evaluated 80604 pairs
Thread 1 evaluated 62306 pairs
Thread 11 evaluated 95599 pairs
Thread 9 evaluated 77175 pairs
Thread 6 evaluated 84100 pairs
Thread 8 evaluated 91669 pairs
Thread 5 evaluated 74038 pairs
Thread 10 evaluated 65048 pairs
Thread 3 evaluated 87823 pairs
Thread 1 evaluated 62305 pairs
Thread 2 evaluated 99869 pairs
Thread 0 evaluated 70935 pairs
Thread 4 evaluated 80603 pairs
Thread 9 evaluated 77174 pairs
Thread 6 evaluated 84099 pairs
Thread 11 evaluated 95598 pairs
Thread 8 evaluated 91668 pairs
Thread 5 evaluated 74037 pairs
Thread 10 evaluated 65047 pairs
Thread 1 evaluated 62304 pairs
Thread 3 evaluated 87822 pairs
Thread 0 evaluated 70934 pairs
Thread 9 evaluated 77173 pairs
Thread 2 evaluated 99868 pairs
Thread 4 evaluated 80602 pairs
Thread 10 evaluated 65046 pairs
Thread 5 evaluated 74036 pairs
Thread 1 evaluated 62303 pairs
Thread 6 evaluated 84098 pairs
Thread 8 evaluated 91667 pairs
Thread 11 evaluated 95597 pairs
Thread 0 evaluated 70933 pairs
Thread 3 evaluated 87821 pairs
Thread 9 evaluated 77172 pairs
Thread 10 evaluated 65045 pairs
Thread 1 evaluated 62302 pairs
Thread 4 evaluated 80601 pairs
Thread 5 evaluated 74035 pairs
Thread 2 evaluated 99867 pairs
Thread 6 evaluated 84097 pairs
Thread 8 evaluated 91666 pairs
Thread 11 evaluated 95596 pairs
Thread 0 evaluated 70932 pairs
Thread 10 evaluated 65044 pairs
Thread 1 evaluated 62301 pairs
Thread 9 evaluated 77171 pairs
Thread 5 evaluated 74034 pairs
Thread 3 evaluated 87820 pairs
Thread 4 evaluated 80600 pairs
Thread 2 evaluated 99866 pairs
Thread 6 evaluated 84096 pairs
Thread 0 evaluated 70931 pairs
Thread 1 evaluated 62300 pairs
Thread 10 evaluated 65043 pairs
Thread 8 evaluated 91665 pairs
Thread 11 evaluated 95595 pairs
Thread 9 evaluated 77170 pairs
Thread 5 evaluated 74033 pairs
Thread 3 evaluated 87819 pairs
Thread 4 evaluated 80599 pairs
Thread 1 evaluated 62299 pairs
Thread 10 evaluated 65042 pairs
Thread 0 evaluated 70930 pairs
Thread 6 evaluated 84095 pairs
Thread 2 evaluated 99865 pairs
Thread 8 evaluated 91664 pairs
Thread 9 evaluated 77169 pairs
Thread 5 evaluated 74032 pairs
Thread 11 evaluated 95594 pairs
Thread 1 evaluated 62298 pairs
Thread 10 evaluated 65041 pairs
Thread 4 evaluated 80598 pairs
Thread 3 evaluated 87818 pairs
Thread 0 evaluated 70929 pairs
Thread 9 evaluated 77168 pairs
Thread 6 evaluated 84094 pairs
Thread 5 evaluated 74031 pairs
Thread 8 evaluated 91663 pairs
Thread 1 evaluated 62297 pairs
Thread 2 evaluated 99864 pairs
Thread 10 evaluated 65040 pairs
Thread 11 evaluated 95593 pairs
Thread 4 evaluated 80597 pairs
Thread 0 evaluated 70928 pairs
Thread 3 evaluated 87817 pairs
Thread 9 evaluated 77167 pairs
Thread 1 evaluated 62296 pairs
Thread 5 evaluated 74030 pairs
Thread 10 evaluated 65039 pairs
Thread 6 evaluated 84093 pairs
Thread 8 evaluated 91662 pairs
Thread 2 evaluated 99863 pairs
Thread 11 evaluated 95592 pairs
Thread 0 evaluated 70927 pairs
Thread 1 evaluated 62295 pairs
Thread 4 evaluated 80596 pairs
Thread 9 evaluated 77166 pairs
Thread 10 evaluated 65038 pairs
Thread 5 evaluated 74029 pairs
Thread 3 evaluated 87816 pairs
Thread 6 evaluated 84092 pairs
Thread 8 evaluated 91661 pairs
Thread 1 evaluated 62294 pairs
Thread 0 evaluated 70926 pairs
Thread 2 evaluated 99862 pairs
Thread 10 evaluated 65037 pairs
Thread 11 evaluated 95591 pairs
Thread 4 evaluated 80595 pairs
Thread 9 evaluated 77165 pairs
Thread 5 evaluated 74028 pairs
Thread 3 evaluated 87815 pairs
Thread 1 evaluated 62293 pairs
Thread 6 evaluated 84091 pairs
Thread 10 evaluated 65036 pairs
Thread 8 evaluated 91660 pairs
Thread 0 evaluated 70925 pairs
Thread 5 evaluated 74027 pairs
Thread 9 evaluated 77164 pairs
Thread 4 evaluated 80594 pairs
Thread 2 evaluated 99861 pairs
Thread 11 evaluated 95590 pairs
Thread 1 evaluated 62292 pairs
Thread 3 evaluated 87814 pairs
Thread 10 evaluated 65035 pairs
Thread 6 evaluated 84090 pairs
Thread 0 evaluated 70924 pairs
Thread 8 evaluated 91659 pairs
Thread 5 evaluated 74026 pairs
Thread 9 evaluated 77163 pairs
Thread 1 evaluated 62291 pairs
Thread 4 evaluated 80593 pairs
Thread 11 evaluated 95589 pairs
Thread 2 evaluated 99860 pairs
Thread 10 evaluated 65034 pairs
Thread 0 evaluated 70923 pairs
Thread 3 evaluated 87813 pairs
Thread 6 evaluated 84089 pairs
Thread 5 evaluated 74025 pairs
Thread 1 evaluated 62290 pairs
Thread 9 evaluated 77162 pairs
Thread 8 evaluated 91658 pairs
Thread 10 evaluated 65033 pairs
Thread 4 evaluated 80592 pairs
Thread 11 evaluated 95588 pairs
Thread 2 evaluated 99859 pairs
Thread 1 evaluated 62289 pairs
Thread 0 evaluated 70922 pairs
Thread 5 evaluated 74024 pairs
Thread 9 evaluated 77161 pairs
Thread 3 evaluated 87812 pairs
Thread 6 evaluated 84088 pairs
Thread 10 evaluated 65032 pairs
Thread 8 evaluated 91657 pairs
Thread 4 evaluated 80591 pairs
Thread 1 evaluated 62288 pairs
Thread 0 evaluated 70921 pairs
Thread 5 evaluated 74023 pairs
Thread 11 evaluated 95587 pairs
Thread 10 evaluated 65031 pairs
Thread 9 evaluated 77160 pairs
Thread 2 evaluated 99858 pairs
Thread 6 evaluated 84087 pairs
Thread 3 evaluated 87811 pairs
Thread 1 evaluated 62287 pairs
Thread 8 evaluated 91656 pairs
Thread 4 evaluated 80590 pairs
Thread 0 evaluated 70920 pairs
Thread 5 evaluated 74022 pairs
Thread 10 evaluated 65030 pairs
Thread 9 evaluated 77159 pairs
Thread 11 evaluated 95586 pairs
Thread 1 evaluated 62286 pairs
Thread 2 evaluated 99857 pairs
